"term","frequency","density","occurrence"
"nennker",2,2.75938189845475e-05,0.002
"nes",1,1.37969094922737e-05,0.002
"nessus",13,0.000179359823399558,0.002
"nessusd",1,1.37969094922737e-05,0.002
"netbsd",1,1.37969094922737e-05,0.002
"nmap",2,2.75938189845475e-05,0.002
"openssl",1,1.37969094922737e-05,0.002
"pavel",1,1.37969094922737e-05,0.002
"pleased",4,5.51876379690949e-05,0.008
"popen",1,1.37969094922737e-05,0.002
"posix",11,0.000151766004415011,0.01
"protected",3,4.13907284768212e-05,0.006
"ptyexecvp",1,1.37969094922737e-05,0.002
"renaud",2,2.75938189845475e-05,0.002
"rsa",1,1.37969094922737e-05,0.002
"scanners",1,1.37969094922737e-05,0.002
"slifcak",3,4.13907284768212e-05,0.002
"strings",1,1.37969094922737e-05,0.002
"tcp",2,2.75938189845475e-05,0.004
"tree",9,0.000124172185430464,0.018
"underlined",1,1.37969094922737e-05,0.002
"unstable",2,2.75938189845475e-05,0.002
"untested",1,1.37969094922737e-05,0.002
"wrapper",1,1.37969094922737e-05,0.002
"wrappers",1,1.37969094922737e-05,0.002
"choppy",1,1.37969094922737e-05,0.002
"frames",1,1.37969094922737e-05,0.002
"inserting",1,1.37969094922737e-05,0.002
"liba",5,6.89845474613687e-05,0.002
"libdvdcss",1,1.37969094922737e-05,0.002
"metronom",1,1.37969094922737e-05,0.002
"ogle",1,1.37969094922737e-05,0.002
"pts",1,1.37969094922737e-05,0.002
"scrambled",1,1.37969094922737e-05,0.002
"tgpsolutions",3,4.13907284768212e-05,0.002
"vlc",1,1.37969094922737e-05,0.002
"ave",2,2.75938189845475e-05,0.004
"beats",1,1.37969094922737e-05,0.002
"canarsie",7,9.65783664459161e-05,0.002
"clues",2,2.75938189845475e-05,0.004
"cnc",5,6.89845474613687e-05,0.006
"collaborate",1,1.37969094922737e-05,0.002
"dependency",3,4.13907284768212e-05,0.006
"dsa",1,1.37969094922737e-05,0.002
"edb",1,1.37969094922737e-05,0.002
"fetched",7,9.65783664459161e-05,0.014
"horizonlive",1,1.37969094922737e-05,0.002
"ign",1,1.37969094922737e-05,0.002
"interact",1,1.37969094922737e-05,0.002
"ivh",1,1.37969094922737e-05,0.002
"kann",1,1.37969094922737e-05,0.002
"nokey",1,1.37969094922737e-05,0.002
"pkglist",3,4.13907284768212e-05,0.002
"srclist",3,4.13907284768212e-05,0.002
"stevek",1,1.37969094922737e-05,0.002
"stumped",1,1.37969094922737e-05,0.002
"traces",2,2.75938189845475e-05,0.004
"beef",1,1.37969094922737e-05,0.002
"burner",2,2.75938189845475e-05,0.002
"chipsets",1,1.37969094922737e-05,0.002
"crappy",2,2.75938189845475e-05,0.004
"disabling",3,4.13907284768212e-05,0.006
"divulge",1,1.37969094922737e-05,0.002
"dma",10,0.000137969094922737,0.004
"drives",4,5.51876379690949e-05,0.006
"gracefully",1,1.37969094922737e-05,0.002
"heh",1,1.37969094922737e-05,0.002
"iirc",2,2.75938189845475e-05,0.004
"kloiber",4,5.51876379690949e-05,0.008
"kudzu",1,1.37969094922737e-05,0.002
"probe",1,1.37969094922737e-05,0.002
"relably",1,1.37969094922737e-05,0.002
"tip",3,4.13907284768212e-05,0.004
"vendors",6,8.27814569536424e-05,0.006
"chain",2,2.75938189845475e-05,0.004
"digit",1,1.37969094922737e-05,0.002
"extensions",2,2.75938189845475e-05,0.004
"intellistation",1,1.37969094922737e-05,0.002
"jesse",1,1.37969094922737e-05,0.002
"joliet",1,1.37969094922737e-05,0.002
"keating",1,1.37969094922737e-05,0.002
"matilainen",1,1.37969094922737e-05,0.002
"panu",1,1.37969094922737e-05,0.002
"antique",3,4.13907284768212e-05,0.004
"gack",2,2.75938189845475e-05,0.004
"atach",1,1.37969094922737e-05,0.002
"bugzilla",3,4.13907284768212e-05,0.004
"eecs",2,2.75938189845475e-05,0.004
"liblit",4,5.51876379690949e-05,0.004
"repacked",1,1.37969094922737e-05,0.002
"sucessfully",1,1.37969094922737e-05,0.002
"antialiased",6,8.27814569536424e-05,0.004
"bytecodes",1,1.37969094922737e-05,0.002
"experimenting",1,1.37969094922737e-05,0.002
"fonts",3,4.13907284768212e-05,0.004
"grabbed",1,1.37969094922737e-05,0.002
"quicktype",1,1.37969094922737e-05,0.002
"rendering",5,6.89845474613687e-05,0.004
"acpi",2,2.75938189845475e-05,0.004
"aesthetics",1,1.37969094922737e-05,0.002
"ick",2,2.75938189845475e-05,0.004
"childish",1,1.37969094922737e-05,0.002
"conectiva",1,1.37969094922737e-05,0.002
"fahrlander",1,1.37969094922737e-05,0.002
"kamakiriad",1,1.37969094922737e-05,0.002
"kilroy",1,1.37969094922737e-05,0.002
"moronic",1,1.37969094922737e-05,0.002
"nonetheless",3,4.13907284768212e-05,0.006
"packet",3,4.13907284768212e-05,0.004
"authenticated",1,1.37969094922737e-05,0.002
"automating",2,2.75938189845475e-05,0.004
"curently",2,2.75938189845475e-05,0.004
"generated",2,2.75938189845475e-05,0.004
"gotten",3,4.13907284768212e-05,0.006
"import",7,9.65783664459161e-05,0.006
"integrity",2,2.75938189845475e-05,0.004
"optimal",3,4.13907284768212e-05,0.006
"passphrase",2,2.75938189845475e-05,0.004
"pgklists",2,2.75938189845475e-05,0.004
"repositories",2,2.75938189845475e-05,0.004
"securing",1,1.37969094922737e-05,0.002
"sitename",1,1.37969094922737e-05,0.002
"srclists",2,2.75938189845475e-05,0.004
"updating",2,2.75938189845475e-05,0.004
"aye",1,1.37969094922737e-05,0.002
"concealed",2,2.75938189845475e-05,0.004
"cool",9,0.000124172185430464,0.018
"fahrl",2,2.75938189845475e-05,0.004
"packager",1,1.37969094922737e-05,0.002
"wether",1,1.37969094922737e-05,0.002
"barked",1,1.37969094922737e-05,0.002
"barks",1,1.37969094922737e-05,0.002
"bexley",2,2.75938189845475e-05,0.002
"bricklayer",1,1.37969094922737e-05,0.002
"calmly",1,1.37969094922737e-05,0.002
"cameras",13,0.000179359823399558,0.008
"clare",1,1.37969094922737e-05,0.002
"colleagues",1,1.37969094922737e-05,0.002
"cornered",1,1.37969094922737e-05,0.002
"dog",11,0.000151766004415011,0.022
"filmed",1,1.37969094922737e-05,0.002
"gardiner",4,5.51876379690949e-05,0.002
"grainy",1,1.37969094922737e-05,0.002
"habitat",1,1.37969094922737e-05,0.002
"hurt",2,2.75938189845475e-05,0.004
"karen",1,1.37969094922737e-05,0.002
"mannerisms",1,1.37969094922737e-05,0.002
"panther",2,2.75938189845475e-05,0.002
"patio",1,1.37969094922737e-05,0.002
"plumstead",3,4.13907284768212e-05,0.002
"prowled",1,1.37969094922737e-05,0.002
"prowling",2,2.75938189845475e-05,0.002
"scene",5,6.89845474613687e-05,0.006
"shooters",1,1.37969094922737e-05,0.002
"shopper",4,5.51876379690949e-05,0.004
"sixth",1,1.37969094922737e-05,0.002
"tape",2,2.75938189845475e-05,0.004
"thisislocallondon",2,2.75938189845475e-05,0.004
"upton",1,1.37969094922737e-05,0.002
"walked",1,1.37969094922737e-05,0.002
"watched",4,5.51876379690949e-05,0.006
"woolwich",1,1.37969094922737e-05,0.002
"yards",1,1.37969094922737e-05,0.002
"belch",1,1.37969094922737e-05,0.002
"billie",1,1.37969094922737e-05,0.002
"cockney",2,2.75938189845475e-05,0.002
"oxford",2,2.75938189845475e-05,0.004
"piper",1,1.37969094922737e-05,0.002
"raquel",1,1.37969094922737e-05,0.002
"rhyming",3,4.13907284768212e-05,0.002
"slang",3,4.13907284768212e-05,0.002
"welch",1,1.37969094922737e-05,0.002
"windscreen",1,1.37969094922737e-05,0.002
"wiper",1,1.37969094922737e-05,0.002
"alerted",1,1.37969094922737e-05,0.002
"bags",3,4.13907284768212e-05,0.002
"bandages",2,2.75938189845475e-05,0.002
"cabinet",1,1.37969094922737e-05,0.002
"charlton",2,2.75938189845475e-05,0.002
"cornforth",1,1.37969094922737e-05,0.002
"councillor",1,1.37969094922737e-05,0.002
"discover",6,8.27814569536424e-05,0.008
"disgusted",1,1.37969094922737e-05,0.002
"duvet",1,1.37969094922737e-05,0.002
"felt",1,1.37969094922737e-05,0.002
"fife",1,1.37969094922737e-05,0.002
"filled",2,2.75938189845475e-05,0.004
"greenwich",2,2.75938189845475e-05,0.002
"horrified",1,1.37969094922737e-05,0.002
"incontinence",3,4.13907284768212e-05,0.002
"investigation",5,6.89845474613687e-05,0.004
"leak",3,4.13907284768212e-05,0.006
"lewisham",1,1.37969094922737e-05,0.002
"pads",3,4.13907284768212e-05,0.002
"punch",4,5.51876379690949e-05,0.004
"purchased",3,4.13907284768212e-05,0.004
"shredded",1,1.37969094922737e-05,0.002
"sporting",1,1.37969094922737e-05,0.002
"stating",1,1.37969094922737e-05,0.002
"strangest",1,1.37969094922737e-05,0.002
"strips",2,2.75938189845475e-05,0.004
"stuffed",2,2.75938189845475e-05,0.002
"trading",2,2.75938189845475e-05,0.004
"unfortunate",1,1.37969094922737e-05,0.002
"jesus",2,2.75938189845475e-05,0.004
"skywriter",3,4.13907284768212e-05,0.004
"disapproves",1,1.37969094922737e-05,0.002
"distinguishes",2,2.75938189845475e-05,0.004
"interresting",2,2.75938189845475e-05,0.004
"mixing",1,1.37969094922737e-05,0.002
"suspicious",2,2.75938189845475e-05,0.004
"trace",2,2.75938189845475e-05,0.004
"belongs",1,1.37969094922737e-05,0.002
"compromised",1,1.37969094922737e-05,0.002
"erasing",1,1.37969094922737e-05,0.002
"exception",1,1.37969094922737e-05,0.002
"saved",1,1.37969094922737e-05,0.002
"sniffer",3,4.13907284768212e-05,0.002
"sundae",1,1.37969094922737e-05,0.002
"brain",2,2.75938189845475e-05,0.002
"carlin",3,4.13907284768212e-05,0.004
"companion",3,4.13907284768212e-05,0.006
"favorites",1,1.37969094922737e-05,0.002
"flatware",1,1.37969094922737e-05,0.002
"forwarded",15,0.000206953642384106,0.012
"funeral",3,4.13907284768212e-05,0.006
"hurts",2,2.75938189845475e-05,0.002
"jul",1,1.37969094922737e-05,0.002
"musician",1,1.37969094922737e-05,0.002
"mutt",1,1.37969094922737e-05,0.002
"oboes",1,1.37969094922737e-05,0.002
"player",29,0.000400110375275938,0.02
"prairie",2,2.75938189845475e-05,0.004
"rose",2,2.75938189845475e-05,0.004
"shipwright",6,8.27814569536424e-05,0.006
"sores",1,1.37969094922737e-05,0.002
"underestimate",2,2.75938189845475e-05,0.004
"unison",1,1.37969094922737e-05,0.002
"viola",4,5.51876379690949e-05,0.004
"violin",6,8.27814569536424e-05,0.004
"blowing",1,1.37969094922737e-05,0.002
"commandment",5,6.89845474613687e-05,0.006
"commandments",6,8.27814569536424e-05,0.008
"evolved",9,0.000124172185430464,0.01
"homework",1,1.37969094922737e-05,0.002
"meaning",18,0.000248344370860927,0.014
"meanings",6,8.27814569536424e-05,0.008
"slavery",3,4.13907284768212e-05,0.006
"southerners",1,1.37969094922737e-05,0.002
"stealer",1,1.37969094922737e-05,0.002
"yep",2,2.75938189845475e-05,0.004
"accompany",1,1.37969094922737e-05,0.002
"acquisition",5,6.89845474613687e-05,0.002
"acquisitions",1,1.37969094922737e-05,0.002
"addition",2,2.75938189845475e-05,0.004
"adelphia",1,1.37969094922737e-05,0.002
"advises",2,2.75938189845475e-05,0.002
"airlines",5,6.89845474613687e-05,0.002
"airways",7,9.65783664459161e-05,0.002
"alumni",2,2.75938189845475e-05,0.002
"ankles",1,1.37969094922737e-05,0.002
"argyle",1,1.37969094922737e-05,0.002
"artist",1,1.37969094922737e-05,0.002
"aspen",1,1.37969094922737e-05,0.002
"atlas",1,1.37969094922737e-05,0.002
"attanasio",1,1.37969094922737e-05,0.002
"aviation",1,1.37969094922737e-05,0.002
"bain",2,2.75938189845475e-05,0.002
"bally",1,1.37969094922737e-05,0.002
"banker",3,4.13907284768212e-05,0.002
"bankers",1,1.37969094922737e-05,0.002
"bankgesellschaft",1,1.37969094922737e-05,0.002
"bankrupt",2,2.75938189845475e-05,0.004
"bankruptcy",12,0.000165562913907285,0.002
"bass",4,5.51876379690949e-05,0.002
"beleaguered",1,1.37969094922737e-05,0.002
"besides",3,4.13907284768212e-05,0.006
"bethune",4,5.51876379690949e-05,0.002
"bets",1,1.37969094922737e-05,0.002
"bhutan",1,1.37969094922737e-05,0.002
"bidding",1,1.37969094922737e-05,0.002
"bids",1,1.37969094922737e-05,0.002
"billionaire",1,1.37969094922737e-05,0.002
"blackstone",1,1.37969094922737e-05,0.002
"blowups",1,1.37969094922737e-05,0.002
"boardroom",1,1.37969094922737e-05,0.002
"boeing",1,1.37969094922737e-05,0.002
"bonderman",19,0.000262141280353201,0.002
"bonds",1,1.37969094922737e-05,0.002
"borrowings",1,1.37969094922737e-05,0.002
"brands",1,1.37969094922737e-05,0.002
"braniff",1,1.37969094922737e-05,0.002
"brenneman",1,1.37969094922737e-05,0.002
"brothers",2,2.75938189845475e-05,0.004
"brought",2,2.75938189845475e-05,0.004
"brown",1,1.37969094922737e-05,0.002
"burger",5,6.89845474613687e-05,0.002
"buyout",3,4.13907284768212e-05,0.002
"buyouts",2,2.75938189845475e-05,0.002
"caller",1,1.37969094922737e-05,0.002
"caltech",2,2.75938189845475e-05,0.002
"candy",1,1.37969094922737e-05,0.002
"catering",1,1.37969094922737e-05,0.002
"cheapest",1,1.37969094922737e-05,0.002
"cheaply",1,1.37969094922737e-05,0.002
"chiames",2,2.75938189845475e-05,0.002
"chute",1,1.37969094922737e-05,0.002
"clothing",2,2.75938189845475e-05,0.004
"committed",2,2.75938189845475e-05,0.004
"competitor",2,2.75938189845475e-05,0.004
"complementary",1,1.37969094922737e-05,0.002
"component",3,4.13907284768212e-05,0.004
"contacts",1,1.37969094922737e-05,0.002
"contraction",1,1.37969094922737e-05,0.002
"costly",1,1.37969094922737e-05,0.002
"coulter",7,9.65783664459161e-05,0.002
"counsel",1,1.37969094922737e-05,0.002
"counterbalance",1,1.37969094922737e-05,0.002
"creative",13,0.000179359823399558,0.024
"cyclical",1,1.37969094922737e-05,0.002
"dasburg",1,1.37969094922737e-05,0.002
"debt",3,4.13907284768212e-05,0.004
"delve",1,1.37969094922737e-05,0.002
"diageo",1,1.37969094922737e-05,0.002
"discount",3,4.13907284768212e-05,0.006
"discussions",2,2.75938189845475e-05,0.004
"dismissive",1,1.37969094922737e-05,0.002
"donald",1,1.37969094922737e-05,0.002
"doubling",1,1.37969094922737e-05,0.002
"douglas",1,1.37969094922737e-05,0.002
"downtrodden",1,1.37969094922737e-05,0.002
"ducati",1,1.37969094922737e-05,0.002
"d¨¹sseldorf",1,1.37969094922737e-05,0.002
"emerges",1,1.37969094922737e-05,0.002
"enamored",1,1.37969094922737e-05,0.002
"entertain",1,1.37969094922737e-05,0.002
"exceptionally",1,1.37969094922737e-05,0.002
"failure",3,4.13907284768212e-05,0.006
"favorite",2,2.75938189845475e-05,0.004
"ferguson",4,5.51876379690949e-05,0.002
"filing",1,1.37969094922737e-05,0.002
"finances",1,1.37969094922737e-05,0.002
"firms",5,6.89845474613687e-05,0.004
"flew",1,1.37969094922737e-05,0.002
"flipped",1,1.37969094922737e-05,0.002
"flying",1,1.37969094922737e-05,0.002
"formula",1,1.37969094922737e-05,0.002
"fort",1,1.37969094922737e-05,0.002
"founding",1,1.37969094922737e-05,0.002
"fourth",2,2.75938189845475e-05,0.004
"franchisee",1,1.37969094922737e-05,0.002
"franchisees",2,2.75938189845475e-05,0.002
"franke",1,1.37969094922737e-05,0.002
"frustration",1,1.37969094922737e-05,0.002
"gamble",1,1.37969094922737e-05,0.002
"gareeb",1,1.37969094922737e-05,0.002
"gate",1,1.37969094922737e-05,0.002
"giannini",1,1.37969094922737e-05,0.002
"goldman",1,1.37969094922737e-05,0.002
"goods",1,1.37969094922737e-05,0.002
"gourmet",1,1.37969094922737e-05,0.002
"hallmark",1,1.37969094922737e-05,0.002
"hammer",3,4.13907284768212e-05,0.006
"hastily",1,1.37969094922737e-05,0.002
"headed",2,2.75938189845475e-05,0.004
"helmet",1,1.37969094922737e-05,0.002
"henry",1,1.37969094922737e-05,0.002
"hesitated",1,1.37969094922737e-05,0.002
"hotwire",5,6.89845474613687e-05,0.002
"initiated",1,1.37969094922737e-05,0.002
"interviewed",5,6.89845474613687e-05,0.01
"invest",3,4.13907284768212e-05,0.004
"invested",2,2.75938189845475e-05,0.002
"investment",17,0.000234547461368653,0.01
"investments",9,0.000124172185430464,0.004
"investor",6,8.27814569536424e-05,0.002
"josephson",2,2.75938189845475e-05,0.002
"julian",1,1.37969094922737e-05,0.002
"junk",1,1.37969094922737e-05,0.002
"karl",3,4.13907284768212e-05,0.006
"kindred",1,1.37969094922737e-05,0.002
"knownow",1,1.37969094922737e-05,0.002
"lane",1,1.37969094922737e-05,0.002
"leaner",1,1.37969094922737e-05,0.002
"lehman",1,1.37969094922737e-05,0.002
"leonard",1,1.37969094922737e-05,0.002
"leveraged",1,1.37969094922737e-05,0.002
"liquor",1,1.37969094922737e-05,0.002
"loans",1,1.37969094922737e-05,0.002
"longtime",1,1.37969094922737e-05,0.002
"luxury",4,5.51876379690949e-05,0.006
"maker",5,6.89845474613687e-05,0.002
"managements",1,1.37969094922737e-05,0.002
"manages",2,2.75938189845475e-05,0.004
"managing",3,4.13907284768212e-05,0.006
"marvin",1,1.37969094922737e-05,0.002
"meaner",1,1.37969094922737e-05,0.002
"memc",3,4.13907284768212e-05,0.002
"miller",3,4.13907284768212e-05,0.004
"mixed",1,1.37969094922737e-05,0.002
"motor",6,8.27814569536424e-05,0.008
"motorcycle",1,1.37969094922737e-05,0.002
"multibillion",1,1.37969094922737e-05,0.002
"nabeel",1,1.37969094922737e-05,0.002
"negotiated",2,2.75938189845475e-05,0.002
"nepal",1,1.37969094922737e-05,0.002
"obsessively",1,1.37969094922737e-05,0.002
"oilman",1,1.37969094922737e-05,0.002
"onstad",1,1.37969094922737e-05,0.002
"operational",2,2.75938189845475e-05,0.002
"optimist",1,1.37969094922737e-05,0.002
"ousting",1,1.37969094922737e-05,0.002
"overhaul",2,2.75938189845475e-05,0.002
"overseeing",1,1.37969094922737e-05,0.002
"owns",1,1.37969094922737e-05,0.002
"paradyne",1,1.37969094922737e-05,0.002
"passive",1,1.37969094922737e-05,0.002
"patterned",1,1.37969094922737e-05,0.002
"perpetually",1,1.37969094922737e-05,0.002
"persuaded",1,1.37969094922737e-05,0.002
"peterson",4,5.51876379690949e-05,0.002
"planes",1,1.37969094922737e-05,0.002
"plummet",1,1.37969094922737e-05,0.002
"portfolio",3,4.13907284768212e-05,0.002
"priceline",1,1.37969094922737e-05,0.002
"privately",1,1.37969094922737e-05,0.002
"profit",5,6.89845474613687e-05,0.006
"profits",5,6.89845474613687e-05,0.004
"purchases",1,1.37969094922737e-05,0.002
"quadrupled",1,1.37969094922737e-05,0.002
"quarter",6,8.27814569536424e-05,0.01
"rarely",2,2.75938189845475e-05,0.004
"realized",1,1.37969094922737e-05,0.002
"rebound",1,1.37969094922737e-05,0.002
"rebounds",1,1.37969094922737e-05,0.002
"recession",1,1.37969094922737e-05,0.002
"recruits",1,1.37969094922737e-05,0.002
"reinsurance",1,1.37969094922737e-05,0.002
"relies",1,1.37969094922737e-05,0.002
"reluctant",1,1.37969094922737e-05,0.002
"renegotiate",1,1.37969094922737e-05,0.002
"rented",1,1.37969094922737e-05,0.002
"repeat",1,1.37969094922737e-05,0.002
"replacements",1,1.37969094922737e-05,0.002
"replaces",1,1.37969094922737e-05,0.002
"represents",1,1.37969094922737e-05,0.002
"restructure",1,1.37969094922737e-05,0.002
"restructuring",1,1.37969094922737e-05,0.002
"retailer",1,1.37969094922737e-05,0.002
"reveal",2,2.75938189845475e-05,0.004
"revival",1,1.37969094922737e-05,0.002
"revived",1,1.37969094922737e-05,0.002
"revolving",1,1.37969094922737e-05,0.002
"riva",1,1.37969094922737e-05,0.002
"rumpled",1,1.37969094922737e-05,0.002
"sachs",1,1.37969094922737e-05,0.002
"sank",1,1.37969094922737e-05,0.002
"savings",1,1.37969094922737e-05,0.002
"schifter",3,4.13907284768212e-05,0.002
"schwarzman",1,1.37969094922737e-05,0.002
"semiconductor",4,5.51876379690949e-05,0.002
"semiconductors",1,1.37969094922737e-05,0.002
"shaping",1,1.37969094922737e-05,0.002
"shirts",1,1.37969094922737e-05,0.002
"shoe",1,1.37969094922737e-05,0.002
"siegel",5,6.89845474613687e-05,0.002
"sizable",1,1.37969094922737e-05,0.002
"skeptically",1,1.37969094922737e-05,0.002
"snowboarding",1,1.37969094922737e-05,0.002
"specialize",1,1.37969094922737e-05,0.002
"specializes",1,1.37969094922737e-05,0.002
"stake",5,6.89845474613687e-05,0.004
"staying",1,1.37969094922737e-05,0.002
"steep",2,2.75938189845475e-05,0.002
"strapped",1,1.37969094922737e-05,0.002
"strategist",1,1.37969094922737e-05,0.002
"structuring",1,1.37969094922737e-05,0.002
"struggled",1,1.37969094922737e-05,0.002
"sturm",1,1.37969094922737e-05,0.002
"suffered",2,2.75938189845475e-05,0.004
"surfaces",1,1.37969094922737e-05,0.002
"surveillance",1,1.37969094922737e-05,0.002
"swapped",4,5.51876379690949e-05,0.008
"swissair",1,1.37969094922737e-05,0.002
"talented",4,5.51876379690949e-05,0.006
"tangled",2,2.75938189845475e-05,0.004
"teamed",1,1.37969094922737e-05,0.002
"terrific",1,1.37969094922737e-05,0.002
"texas",46,0.000634657836644592,0.002
"thrives",1,1.37969094922737e-05,0.002
"throwing",1,1.37969094922737e-05,0.002
"ticket",2,2.75938189845475e-05,0.002
"timing",2,2.75938189845475e-05,0.004
"toll",1,1.37969094922737e-05,0.002
"trekking",1,1.37969094922737e-05,0.002
"tries",1,1.37969094922737e-05,0.002
"troubled",4,5.51876379690949e-05,0.002
"tumble",1,1.37969094922737e-05,0.002
"turnaround",2,2.75938189845475e-05,0.002
"turnarounds",1,1.37969094922737e-05,0.002
"unfamiliar",1,1.37969094922737e-05,0.002
"unions",3,4.13907284768212e-05,0.002
"unloved",1,1.37969094922737e-05,0.002
"unprofitable",1,1.37969094922737e-05,0.002
"untenable",1,1.37969094922737e-05,0.002
"ups",1,1.37969094922737e-05,0.002
"velvet",1,1.37969094922737e-05,0.002
"veteran",1,1.37969094922737e-05,0.002
"waaay",1,1.37969094922737e-05,0.002
"weak",3,4.13907284768212e-05,0.006
"whenever",1,1.37969094922737e-05,0.002
"wong",1,1.37969094922737e-05,0.002
"xerox",1,1.37969094922737e-05,0.002
"zilog",3,4.13907284768212e-05,0.002
"bogus",2,2.75938189845475e-05,0.004
"breadth",2,2.75938189845475e-05,0.004
"chr",2,2.75938189845475e-05,0.004
"competence",2,2.75938189845475e-05,0.004
"digression",1,1.37969094922737e-05,0.002
"evergo",4,5.51876379690949e-05,0.006
"ganav",2,2.75938189845475e-05,0.004
"gen",2,2.75938189845475e-05,0.004
"hebrew",9,0.000124172185430464,0.006
"indicates",4,5.51876379690949e-05,0.006
"johnhall",4,5.51876379690949e-05,0.006
"jtauber",8,0.00011037527593819,0.006
"match",4,5.51876379690949e-05,0.008
"mosaic",2,2.75938189845475e-05,0.004
"pentateuch",4,5.51876379690949e-05,0.004
"posit",2,2.75938189845475e-05,0.004
"ratsach",2,2.75938189845475e-05,0.004
"religioustolerance",2,2.75938189845475e-05,0.004
"shalt",3,4.13907284768212e-05,0.006
"successive",4,5.51876379690949e-05,0.004
"tauber",6,8.27814569536424e-05,0.006
"thou",3,4.13907284768212e-05,0.006
"translate",2,2.75938189845475e-05,0.004
"accidently",1,1.37969094922737e-05,0.002
"accounting",1,1.37969094922737e-05,0.002
"addictive",1,1.37969094922737e-05,0.002
"affectional",1,1.37969094922737e-05,0.002
"aisle",1,1.37969094922737e-05,0.002
"angiulo",2,2.75938189845475e-05,0.002
"appeasing",1,1.37969094922737e-05,0.002
"atrocity",1,1.37969094922737e-05,0.002
"audacious",1,1.37969094922737e-05,0.002
"awaiting",1,1.37969094922737e-05,0.002
"awubpwmbspxhjfohaeqlqgcgxhqeeuesnvuwgvmjfksanrb",1,1.37969094922737e-05,0.002
"axe",1,1.37969094922737e-05,0.002
"ayn",1,1.37969094922737e-05,0.002
"bandit",4,5.51876379690949e-05,0.002
"bandits",1,1.37969094922737e-05,0.002
"barboza",5,6.89845474613687e-05,0.002
"beatings",1,1.37969094922737e-05,0.002
"bedfellows",1,1.37969094922737e-05,0.002
"beginnings",1,1.37969094922737e-05,0.002
"blatant",1,1.37969094922737e-05,0.002
"bluenoses",1,1.37969094922737e-05,0.002
"bostonian",1,1.37969094922737e-05,0.002
"bulger",6,8.27814569536424e-05,0.002
"bureau",3,4.13907284768212e-05,0.002
"burton",1,1.37969094922737e-05,0.002
"busybodies",1,1.37969094922737e-05,0.002
"butterfield",1,1.37969094922737e-05,0.002
"caesar",1,1.37969094922737e-05,0.002
"capture",1,1.37969094922737e-05,0.002
"carcinogenic",2,2.75938189845475e-05,0.004
"carnage",1,1.37969094922737e-05,0.002
"chilling",1,1.37969094922737e-05,0.002
"cocaine",1,1.37969094922737e-05,0.002
"coercive",3,4.13907284768212e-05,0.006
"collaboration",3,4.13907284768212e-05,0.004
"commit",2,2.75938189845475e-05,0.002
"commuted",1,1.37969094922737e-05,0.002
"confiscate",1,1.37969094922737e-05,0.002
"connolly",2,2.75938189845475e-05,0.002
"consequence",2,2.75938189845475e-05,0.004
"consequences",1,1.37969094922737e-05,0.002
"continuing",2,2.75938189845475e-05,0.004
"conversation",11,0.000151766004415011,0.016
"convicted",3,4.13907284768212e-05,0.002
"conviction",1,1.37969094922737e-05,0.002
"corollary",1,1.37969094922737e-05,0.002
"cosa",1,1.37969094922737e-05,0.002
"crack",1,1.37969094922737e-05,0.002
"craven",1,1.37969094922737e-05,0.002
"crossed",1,1.37969094922737e-05,0.002
"crucial",7,9.65783664459161e-05,0.014
"crudely",1,1.37969094922737e-05,0.002
"cynically",1,1.37969094922737e-05,0.002
"deegan",4,5.51876379690949e-05,0.002
"descendents",1,1.37969094922737e-05,0.002
"despicable",1,1.37969094922737e-05,0.002
"destroy",1,1.37969094922737e-05,0.002
"detailing",1,1.37969094922737e-05,0.002
"disguise",1,1.37969094922737e-05,0.002
"distasteful",1,1.37969094922737e-05,0.002
"drug",2,2.75938189845475e-05,0.002
"drugs",1,1.37969094922737e-05,0.002
"eavesdropped",1,1.37969094922737e-05,0.002
"edgar",4,5.51876379690949e-05,0.002
"electric",13,0.000179359823399558,0.01
"elitist",1,1.37969094922737e-05,0.002
"employing",1,1.37969094922737e-05,0.002
"everywhere",8,0.00011037527593819,0.016
"excellent",2,2.75938189845475e-05,0.004
"explosive",1,1.37969094922737e-05,0.002
"extension",1,1.37969094922737e-05,0.002
"families",2,2.75938189845475e-05,0.004
"fathom",1,1.37969094922737e-05,0.002
"fattening",1,1.37969094922737e-05,0.002
"fiat",1,1.37969094922737e-05,0.002
"fired",1,1.37969094922737e-05,0.002
"flemmi",9,0.000124172185430464,0.002
"flopping",1,1.37969094922737e-05,0.002
"forcefully",1,1.37969094922737e-05,0.002
"fox",1,1.37969094922737e-05,0.002
"friedman",1,1.37969094922737e-05,0.002
"functioning",1,1.37969094922737e-05,0.002
"furnished",1,1.37969094922737e-05,0.002
"gail",1,1.37969094922737e-05,0.002
"gang",6,8.27814569536424e-05,0.004
"gangs",2,2.75938189845475e-05,0.004
"gangsters",3,4.13907284768212e-05,0.002
"garo",2,2.75938189845475e-05,0.002
"gears",1,1.37969094922737e-05,0.002
"gigantic",1,1.37969094922737e-05,0.002
"gory",1,1.37969094922737e-05,0.002
"greasing",1,1.37969094922737e-05,0.002
"grievous",1,1.37969094922737e-05,0.002
"grows",1,1.37969094922737e-05,0.002
"grundy",1,1.37969094922737e-05,0.002
"gunshot",1,1.37969094922737e-05,0.002
"hamburger",2,2.75938189845475e-05,0.002
"handed",3,4.13907284768212e-05,0.006
